,Landmark,Latitude,Longitude,categories,delivery.id,delivery.provider.icon.name,delivery.provider.icon.prefix,delivery.provider.icon.sizes,delivery.provider.name,delivery.url,hasPerk,id,location.address,location.cc,location.city,location.country,location.crossStreet,location.distance,location.formattedAddress,location.labeledLatLngs,location.lat,location.lng,location.neighborhood,location.postalCode,location.state,name,referralId,venuePage.id
9,Conference House,40.50313165,-74.2532213845551,Automotive Shop,,,,,,,False,4e1da3ab14955b99c4185daf,28 Sylvia St,US,Staten Island,United States,,844,"['28 Sylvia St', 'Staten Island, NY 10312', 'United States']","[{'label': 'display', 'lat': 40.50995573115644, 'lng': -74.24887404270561}]",40.50995573115644,-74.24887404270561,,10312,NY,Gemini Auto Repairs,v-1543773006,
10,Conference House,40.50313165,-74.2532213845551,Temple,,,,,,,False,4bc25f0c74a9a5938b43d3f6,main st,US,,United States,,855,"['main st', 'NY 10308', 'United States']","[{'label': 'display', 'lat': 40.509335235877224, 'lng': -74.24726362107145}]",40.509335235877224,-74.24726362107145,,10308,New York,Hugenot Masonic Lodge,v-1543773006,
11,Conference House,40.50313165,-74.2532213845551,Temple,,,,,,,False,4f0e2bbde4b040d48294b1b5,,US,Staten Island,United States,,834,"['Staten Island, NY 10307', 'United States']","[{'label': 'display', 'lat': 40.50928, 'lng': -74.247576}]",40.50928,-74.247576,,10307,NY,Masonic Temple Main Street,v-1543773006,
12,Conference House,40.50313165,-74.2532213845551,Temple,,,,,,,False,523398a711d2a776eea71d2c,,US,Staten Island,United States,,665,"['Staten Island, NY', 'United States']","[{'label': 'display', 'lat': 40.50829521235788, 'lng': -74.24925228914861}]",40.50829521235788,-74.24925228914861,,,NY,Temple Ahavath Israel,v-1543773006,
13,Conference House,40.50313165,-74.2532213845551,Bath House,,,,,,,False,539ddfd1498eae48dd990d70,,US,Tottenville,United States,,393,"['Tottenville, NY', 'United States']","[{'label': 'display', 'lat': 40.502193, 'lng': -74.248738}]",40.502193,-74.248738,,,NY,TLC Poolside Bar,v-1543773006,
14,Conference House,40.50313165,-74.2532213845551,Pool,,,,,,,False,4fc3c036e4b008d93b9f8a04,,US,Staten Island,United States,,519,"['Staten Island, NY 10307', 'United States']","[{'label': 'display', 'lat': 40.50685552748769, 'lng': -74.24951591499509}]",40.50685552748769,-74.24951591499509,,10307,NY,The Pool,v-1543773006,
15,Conference House,40.50313165,-74.2532213845551,,,,,,,,False,4ddaf8508877102e8a84705c,,US,Staten Island,United States,,565,"['Staten Island, NY 10307', 'United States']","[{'label': 'display', 'lat': 40.507977, 'lng': -74.251202}]",40.507977,-74.251202,,10307,NY,Hell,v-1543773006,
16,Conference House,40.50313165,-74.2532213845551,Thrift / Vintage Store,,,,,,,False,4ca4de7d7f84224b7111d158,223 Main St,US,Staten Island,United States,,866,"['223 Main St', 'Staten Island, NY', 'United States']","[{'label': 'display', 'lat': 40.509457, 'lng': -74.247252}]",40.509457,-74.247252,,,NY,thrift shop,v-1543773006,
17,Conference House,40.50313165,-74.2532213845551,Cemetery,,,,,,,False,4e4d4c408877d762630c498e,,US,,United States,,828,"['New York', 'United States']","[{'label': 'display', 'lat': 40.5098311, 'lng': -74.24896391}]",40.5098311,-74.24896391,,,New York,St. James Cemetary,v-1543773006,
18,Conference House,40.50313165,-74.2532213845551,Event Space,,,,,,,False,508c2ef9e4b09ddc7eb63965,7485 Amboy Rd,US,Staten Island,United States,,959,"['7485 Amboy Rd', 'Staten Island, NY 10307', 'United States']","[{'label': 'display', 'lat': 40.509492, 'lng': -74.245565}]",40.509492,-74.245565,,10307,NY,"La ""Tea"" da",v-1543773006,
19,Conference House,40.50313165,-74.2532213845551,Deli / Bodega,,,,,,,False,4d05073c28926ea87fa46ec2,Main Street,US,Staten Island,United States,,840,"['Main Street', 'Staten Island, NY 10307', 'United States']","[{'label': 'display', 'lat': 40.50895762978238, 'lng': -74.24690829481744}]",40.50895762978238,-74.24690829481744,,10307,NY,Main Street Deli And Grocery,v-1543773006,
20,Conference House,40.50313165,-74.2532213845551,Park,,,,,,,False,4ec0050529c25ce5a2149f2b,"Hopping Avenue, Tottenville",US,Staten Island,United States,,787,"['Hopping Avenue, Tottenville', 'Staten Island, NY 10307', 'United States']","[{'label': 'display', 'lat': 40.510193844206434, 'lng': -74.25270795822144}]",40.510193844206434,-74.25270795822144,,10307,NY,Tottenville Shore Park,v-1543773006,
21,Conference House,40.50313165,-74.2532213845551,Mexican Restaurant,506357,/delivery_provider_seamless_20180129.png,https://fastly.4sqi.net/img/general/cap/,"[40, 50]",seamless,https://www.seamless.com/menu/don-cesars-mexican-bar--grill-7528-amboy-rd-staten-island/506357?affiliate=1131&utm_source=foursquare-affiliate-network&utm_medium=affiliate&utm_campaign=1131&utm_content=506357,False,599caee17564f7406e111717,7528 Amboy Rd,US,Staten Island,United States,Main Street,854,"['7528 Amboy Rd (Main Street)', 'Staten Island, NY 10307', 'United States']","[{'label': 'display', 'lat': 40.508984, 'lng': -74.24668}]",40.508984,-74.24668,,10307,NY,Don Cesar Mexican,v-1543773006,
22,Conference House,40.50313165,-74.2532213845551,Rock Club,,,,,,,False,4c8bf344509e370498e32e55,384 Yetman Ave,US,Staten Island,United States,,924,"['384 Yetman Ave', 'Staten Island, NY 10307', 'United States']","[{'label': 'display', 'lat': 40.50407586, 'lng': -74.2423713}]",40.50407586,-74.2423713,,10307,NY,D'Orio Studios,v-1543773006,
23,Conference House,40.50313165,-74.2532213845551,Pool,,,,,,,False,51d8565e498e5972a34ad91c,,US,Staten Island,United States,,980,"['Staten Island, NY', 'United States']","[{'label': 'display', 'lat': 40.511695861816406, 'lng': -74.25051879882812}]",40.511695861816406,-74.25051879882812,,,NY,The Pool,v-1543773006,
24,Conference House,40.50313165,-74.2532213845551,Harbor / Marina,,,,,,,False,4b92e7c9f964a520e92534e3,160 Water St,US,Perth Amboy,United States,,967,"['160 Water St', 'Perth Amboy, NJ 08861', 'United States']","[{'label': 'display', 'lat': 40.50262663658346, 'lng': -74.26462782383796}]",40.50262663658346,-74.26462782383796,,08861,NJ,Raritan Yacht Club,v-1543773006,
25,Conference House,40.50313165,-74.2532213845551,American Restaurant,,,,,,,False,4e3472127d8b0c62b2ca0259,,US,,United States,,1081,"['New York', 'United States']","[{'label': 'display', 'lat': 40.507598876953125, 'lng': -74.24187469482422}]",40.507598876953125,-74.24187469482422,,,New York,Coral Bay Cafe,v-1543773006,
26,Conference House,40.50313165,-74.2532213845551,Mexican Restaurant,,,,,,,False,4e36dad8fa7656ba317f2c0c,167 Main St,US,Staten Island,United States,,943,"['167 Main St', 'Staten Island, NY 10307', 'United States']","[{'label': 'display', 'lat': 40.51079559326172, 'lng': -74.24846649169922}]",40.51079559326172,-74.24846649169922,,10307,NY,Taqueria Oaxaca,v-1543773006,
27,Conference House,40.50313165,-74.2532213845551,Dance Studio,,,,,,,False,4cc5f2d73d7fa1cdbfa7b45f,,US,Staten Island,United States,,980,"['Staten Island, NY 10307', 'United States']","[{'label': 'display', 'lat': 40.51124725257822, 'lng': -74.24872503631647}]",40.51124725257822,-74.24872503631647,,10307,NY,Gigante Dance Center,v-1543773006,
28,Conference House,40.50313165,-74.2532213845551,Italian Restaurant,,,,,,,False,51f84e9f498ea1f79e11e367,89 Page Avenue,US,Staten Island,United States,,985,"['89 Page Avenue', 'Staten Island, NY', 'United States']","[{'label': 'display', 'lat': 40.503743, 'lng': -74.241606}]",40.503743,-74.241606,,,NY,Zio Toto,v-1543773006,
29,Conference House,40.50313165,-74.2532213845551,Health & Beauty Service,,,,,,,False,5626afcf498effd0146e5de2,392 Brighton St,US,Staten Island,United States,,997,"['392 Brighton St', 'Staten Island, NY 10307', 'United States']","[{'label': 'display', 'lat': 40.500086521085194, 'lng': -74.24213469028473}]",40.500086521085194,-74.24213469028473,,10307,NY,Makeup By Christina,v-1543773006,
0,Daily News Building,40.74975355,-73.9732126304078,Office,,,,,,,False,4a3953aff964a5205a9f1fe3,220 E 42nd St Fl 9,US,New York,United States,btwn 2nd & 3rd Ave,4,"['220 E 42nd St Fl 9 (btwn 2nd & 3rd Ave)', 'New York, NY 10017', 'United States']","[{'label': 'display', 'lat': 40.74972258405844, 'lng': -73.9732550383269}]",40.74972258405844,-73.9732550383269,,10017,NY,PHD Media,v-1543773007,
1,Daily News Building,40.74975355,-73.9732126304078,Embassy / Consulate,,,,,,,False,4b757e85f964a520bf0f2ee3,225 E 41st St,US,New York,United States,btwn 2nd & 3rd Aves.,49,"['225 E 41st St (btwn 2nd & 3rd Aves.)', 'New York, NY 10017', 'United States']","[{'label': 'display', 'lat': 40.74955701590456, 'lng': -73.97373402447515}]",40.74955701590456,-73.97373402447515,,10017,NY,Consulate General of Brazil in New York,v-1543773007,100958694
2,Daily News Building,40.74975355,-73.9732126304078,Office,,,,,,,False,4a424ceff964a520b6a51fe3,220 E 42nd St,US,New York,United States,,29,"['220 E 42nd St', 'New York, NY 10017', 'United States']","[{'label': 'display', 'lat': 40.74987492937615, 'lng': -73.97290464197715}]",40.74987492937615,-73.97290464197715,,10017,NY,WPIX-TV NY,v-1543773007,
3,Daily News Building,40.74975355,-73.9732126304078,Office,,,,,,,False,4afd7f51f964a520232822e3,220 E 42nd st,US,New York,United States,Between 2nd & 3rd Aves.,50,"['220 E 42nd st (Between 2nd & 3rd Aves.)', 'New York, NY 10017', 'United States']","[{'label': 'display', 'lat': 40.7500879024114, 'lng': -73.9728002510755}]",40.7500879024114,-73.9728002510755,,10017,NY,FleishmanHillard New York,v-1543773007,
4,Daily News Building,40.74975355,-73.9732126304078,Office,,,,,,,False,4ab96c6ef964a5204f7f20e3,235 E 42nd St,US,New York,United States,btwn 2nd & 3rd Ave.,52,"['235 E 42nd St (btwn 2nd & 3rd Ave.)', 'New York, NY 10017', 'United States']","[{'label': 'display', 'lat': 40.75010447316473, 'lng': -73.9727968949983}]",40.75010447316473,-73.9727968949983,,10017,NY,Pfizer,v-1543773007,
5,Daily News Building,40.74975355,-73.9732126304078,Residential Building (Apartment / Condo),,,,,,,False,4a882030f964a5203c0520e3,235 E 40th St,US,New York,United States,,64,"['235 E 40th St', 'New York, NY 10016', 'United States']","[{'label': 'display', 'lat': 40.74931050707791, 'lng': -73.97370317443601}]",40.74931050707791,-73.97370317443601,,10016,NY,The Vanderbilt Building,v-1543773007,
6,Daily News Building,40.74975355,-73.9732126304078,Office,,,,,,,False,52027d95498e7b9283f8cbd3,220 East 42 Street,US,New York,United States,3rd Avenue,61,"['220 East 42 Street (3rd Avenue)', 'New York, NY 10017', 'United States']","[{'label': 'display', 'lat': 40.750217986884685, 'lng': -73.97361059270312}]",40.750217986884685,-73.97361059270312,,10017,NY,CDM New York,v-1543773007,
7,Daily News Building,40.74975355,-73.9732126304078,Office,,,,,,,False,4bb39f2342959c74ff34222c,220 E 42nd St,US,New York,United States,btwn 2nd & 3rd Ave,67,"['220 E 42nd St (btwn 2nd & 3rd Ave)', 'New York, NY 10017', 'United States']","[{'label': 'display', 'lat': 40.750317480402295, 'lng': -73.97351537281864}]",40.750317480402295,-73.97351537281864,,10017,NY,The Daily News Building,v-1543773007,
8,Daily News Building,40.74975355,-73.9732126304078,Advertising Agency,,,,,,,False,531dd320498edf467db39604,220 E 42nd St,US,New York,United States,42nd and 2nd,20,"['220 E 42nd St (42nd and 2nd)', 'New York, NY 10017', 'United States']","[{'label': 'display', 'lat': 40.74974322366121, 'lng': -73.97345562813142}]",40.74974322366121,-73.97345562813142,,10017,NY,Unified / Wildtype Creative,v-1543773007,
9,Daily News Building,40.74975355,-73.9732126304078,Other Great Outdoors,,,,,,,False,4d6e37a2134ea14397588c1a,E. 42nd St,US,New York,United States,3rd Ave,153,"['E. 42nd St (3rd Ave)', 'New York, NY', 'United States']","[{'label': 'display', 'lat': 40.750784352395556, 'lng': -73.974425589508}]",40.750784352395556,-73.974425589508,,,NY,42nd St & 3rd Ave,v-1543773007,
10,Daily News Building,40.74975355,-73.9732126304078,Bus Stop,,,,,,,False,4bb4f10eb1edef3b7b562cdd,2nd Ave,US,New York,United States,btwn E 41st & E 42nd St,59,"['2nd Ave (btwn E 41st & E 42nd St)', 'New York, NY 10017', 'United States']","[{'label': 'display', 'lat': 40.74959782183326, 'lng': -73.97253513336182}]",40.74959782183326,-73.97253513336182,,10017,NY,MTA Bus - 2 Av & E 42 St (M15/M15-SBS),v-1543773007,
11,Daily News Building,40.74975355,-73.9732126304078,Office,,,,,,,False,4a730e9ef964a5207edb1fe3,220 E 42nd St,US,New York,United States,btw 2nd & 3rd Ave,40,"['220 E 42nd St (btw 2nd & 3rd Ave)', 'New York, NY 10017', 'United States']","[{'label': 'display', 'lat': 40.750085490425846, 'lng': -73.9734148979187}]",40.750085490425846,-73.9734148979187,,10017,NY,Daily Planet,v-1543773007,
12,Daily News Building,40.74975355,-73.9732126304078,Hotel,,,,,,,False,50451c40e4b074fa44ebca7a,212 E 42nd St,US,New York,United States,,92,"['212 E 42nd St', 'New York, NY 10017', 'United States']","[{'label': 'display', 'lat': 40.75036768654986, 'lng': -73.97394531499714}]",40.75036768654986,-73.97394531499714,,10017,NY,The Westin New York Grand Central,v-1543773007,70513987
13,Daily News Building,40.74975355,-73.9732126304078,Library,,,,,,,False,5012b05fe889cf0567e6732c,"220 East 42nd St., 24th Flr.",US,New York,United States,btwn 2nd Ave. & 3rd Ave.,49,"['220 East 42nd St., 24th Flr. (btwn 2nd Ave. & 3rd Ave.)', 'New York, NY 10017', 'United States']","[{'label': 'display', 'lat': 40.75005297929761, 'lng': -73.97277116775511}]",40.75005297929761,-73.97277116775511,,10017,NY,United Nations Map Library,v-1543773007,
14,Daily News Building,40.74975355,-73.9732126304078,Lawyer,,,,,,,False,5a5e6129628c8346e7476cc4,220 E 42nd St,US,New York,United States,,25,"['220 E 42nd St', 'New York, NY 10017', 'United States']","[{'label': 'display', 'lat': 40.749974, 'lng': -73.973114}]",40.749974,-73.973114,,10017,NY,Starr Associates,v-1543773007,
15,Daily News Building,40.74975355,-73.9732126304078,Wine Shop,,,,,,,False,4aff64baf964a5201e3822e3,300 E. 42nd St.,US,New York,United States,btwn 41st and 42nd St.,65,"['300 E. 42nd St. (btwn 41st and 42nd St.)', 'New York, NY 10017', 'United States']","[{'label': 'display', 'lat': 40.74964970205939, 'lng': -73.97245112613605}]",40.74964970205939,-73.97245112613605,Murray Hill,10017,NY,Sussex Wine & Spirit,v-1543773007,
16,Daily News Building,40.74975355,-73.9732126304078,Travel Agency,,,,,,,False,580043c138fa5124636a03e3,220 E 42nd St,US,New York,United States,,25,"['220 E 42nd St', 'New York, NY 10017', 'United States']","[{'label': 'display', 'lat': 40.749937, 'lng': -73.973038}]",40.749937,-73.973038,,10017,NY,Virtuoso,v-1543773007,
17,Daily News Building,40.74975355,-73.9732126304078,Non-Profit,,,,,,,False,59dbee59a2c00b115c2d11f5,220 E 42nd St,US,New York,United States,,46,"['220 E 42nd St', 'New York, NY 10017', 'United States']","[{'label': 'display', 'lat': 40.75017, 'lng': -73.973142}]",40.75017,-73.973142,,10017,NY,American Jewish Joint Distribution Committee,v-1543773007,
18,Daily News Building,40.74975355,-73.9732126304078,Pizza Place,294451,/delivery_provider_seamless_20180129.png,https://fastly.4sqi.net/img/general/cap/,"[40, 50]",seamless,https://www.seamless.com/menu/patsys-pizzeria-801-2nd-ave-new-york/294451?affiliate=1131&utm_source=foursquare-affiliate-network&utm_medium=affiliate&utm_campaign=1131&utm_content=294451,False,50f9918de4b06a4e33f7bc7b,801 2nd Ave,US,New York,United States,E. 42nd St.,123,"['801 2nd Ave (E. 42nd St.)', 'New York, NY 10017', 'United States']","[{'label': 'display', 'lat': 40.75028472783832, 'lng': -73.97193065189576}]",40.75028472783832,-73.97193065189576,,10017,NY,Patsy's Pizzeria,v-1543773007,75702303
19,Daily News Building,40.74975355,-73.9732126304078,Event Space,,,,,,,False,4df9eb8a6284226247b49bf9,2nd Ave,US,New York,United States,42nd St,161,"['2nd Ave (42nd St)', 'New York, NY 10017', 'United States']","[{'label': 'display', 'lat': 40.749321077945545, 'lng': -73.97138942192126}]",40.749321077945545,-73.97138942192126,,10017,NY,PIX Plaza,v-1543773007,
20,Daily News Building,40.74975355,-73.9732126304078,Spa,,,,,,,False,4c9e2d2dd3c2b60cd480c8bc,240 E 41st St,US,New York,United States,2nd Avenue,45,"['240 E 41st St (2nd Avenue)', 'New York, NY 10017', 'United States']","[{'label': 'display', 'lat': 40.74938694392044, 'lng': -73.97345109698927}]",40.74938694392044,-73.97345109698927,,10017,NY,Lily On Nails & Spa,v-1543773007,
21,Daily News Building,40.74975355,-73.9732126304078,Office,,,,,,,False,4b962d5bf964a52079bf34e3,220 East 42nd Street,US,New York,United States,,71,"['220 East 42nd Street', 'New York, NY', 'United States']","[{'label': 'display', 'lat': 40.75030462716566, 'lng': -73.97364553779117}]",40.75030462716566,-73.97364553779117,,,NY,WPIX,v-1543773007,
22,Daily News Building,40.74975355,-73.9732126304078,Coffee Shop,,,,,,,False,4b45ece0f964a520651226e3,220 E 42nd St,US,New York,United States,at 2nd Ave,47,"['220 E 42nd St (at 2nd Ave)', 'New York, NY 10017', 'United States']","[{'label': 'display', 'lat': 40.74999880823681, 'lng': -73.97275223074156}]",40.74999880823681,-73.97275223074156,,10017,NY,Starbucks,v-1543773007,
23,Daily News Building,40.74975355,-73.9732126304078,Advertising Agency,,,,,,,False,57c89c8a498e011ea7922b77,220 E. 42nd st,US,New York,United States,,36,"['220 E. 42nd st', 'New York, NY 10017', 'United States']","[{'label': 'display', 'lat': 40.749989, 'lng': -73.972915}]",40.749989,-73.972915,,10017,NY,RAPP,v-1543773007,
24,Daily News Building,40.74975355,-73.9732126304078,Chinese Restaurant,629547,/delivery_provider_seamless_20180129.png,https://fastly.4sqi.net/img/general/cap/,"[40, 50]",seamless,https://www.seamless.com/menu/yaso-tangbao-220-e-42nd-st-new-york/629547?affiliate=1131&utm_source=foursquare-affiliate-network&utm_medium=affiliate&utm_campaign=1131&utm_content=629547,False,5a3019a0a35dce6b06692429,220 E 42nd St,US,New York,United States,b/t 3rd Ave & 2nd Ave,26,"['220 E 42nd St (b/t 3rd Ave & 2nd Ave)', 'New York, NY 10017', 'United States']","[{'label': 'display', 'lat': 40.7499506, 'lng': -73.9730373}]",40.7499506,-73.9730373,,10017,NY,Yaso Tangbao,v-1543773007,
25,Daily News Building,40.74975355,-73.9732126304078,Nail Salon,,,,,,,False,535abb26498e1cccc7b8c9c0,240 E 41st St,US,New York,United States,,42,"['240 E 41st St', 'New York, NY 10017', 'United States']","[{'label': 'display', 'lat': 40.74941772101881, 'lng': -73.97344673216777}]",40.74941772101881,-73.97344673216777,,10017,NY,Hana Nails & Spa,v-1543773007,
26,Daily News Building,40.74975355,-73.9732126304078,Roof Deck,,,,,,,False,5b7c9f26ba57b4002c48991d,,US,New York,United States,,33,"['New York, NY 10017', 'United States']","[{'label': 'display', 'lat': 40.749719, 'lng': -73.973607}]",40.749719,-73.973607,,10017,NY,TLGG NY Rooftop,v-1543773007,
27,Daily News Building,40.74975355,-73.9732126304078,Deli / Bodega,838507,/delivery_provider_seamless_20180129.png,https://fastly.4sqi.net/img/general/cap/,"[40, 50]",seamless,https://www.seamless.com/menu/pleroma-767-second-ave-new-york/838507?affiliate=1131&utm_source=foursquare-affiliate-network&utm_medium=affiliate&utm_campaign=1131&utm_content=838507,False,5b55d92bb5cb76002c7a013c,767 2nd Avenue,US,New York,United States,42nd Street,63,"['767 2nd Avenue (42nd Street)', 'New York, NY 10017', 'United States']","[{'label': 'display', 'lat': 40.749378, 'lng': -73.972652}]",40.749378,-73.972652,,10017,NY,Pleroma,v-1543773007,
28,Daily News Building,40.74975355,-73.9732126304078,Residential Building (Apartment / Condo),,,,,,,False,51259c45e4b02683350694eb,235 E 40th St,US,New York,United States,Btw 2nd & 3rd,36,"['235 E 40th St (Btw 2nd & 3rd)', 'New York, NY 10016', 'United States']","[{'label': 'display', 'lat': 40.74989073902654, 'lng': -73.97360485327677}]",40.74989073902654,-73.97360485327677,,10016,NY,The Vanderbilt,v-1543773007,
29,Daily News Building,40.74975355,-73.9732126304078,Office,,,,,,,False,4b8411c4f964a520bd1e31e3,220 E 42nd St.,US,New York,United States,btwn 2nd & 3rd Ave.,49,"['220 E 42nd St. (btwn 2nd & 3rd Ave.)', 'New York, NY 10016', 'United States']","[{'label': 'display', 'lat': 40.75019074748708, 'lng': -73.97330640287038}]",40.75019074748708,-73.97330640287038,,10016,NY,"Cline, Davis, and Mann",v-1543773007,
0,Dyckman House,40.8603115,-73.9229580251022,Residential Building (Apartment / Condo),,,,,,,False,4e43301b628485fd4c51a9d9,3736 10th Ave,US,New York,United States,,51,"['3736 10th Ave', 'New York, NY 10034', 'United States']","[{'label': 'display', 'lat': 40.86045563589471, 'lng': -73.92237367623007}]",40.86045563589471,-73.92237367623007,,10034,NY,3736 tenth ave Dyckman projects,v-1543773008,
1,Dyckman House,40.8603115,-73.9229580251022,Neighborhood,,,,,,,False,5314f267e4b0e72a36df64de,,US,New York,United States,,617,"['New York, NY', 'United States']",,40.857697393771794,-73.92942343129263,,,NY,Fort George,v-1543773008,
2,Dyckman House,40.8603115,-73.9229580251022,Non-Profit,,,,,,,False,5075adafe4b0e8c7ba8d624e,3754 10th Ave,US,New York,United States,btwn Dyckman St. & 10th Ave,31,"['3754 10th Ave (btwn Dyckman St. & 10th Ave)', 'New York, NY 10034', 'United States']","[{'label': 'display', 'lat': 40.86059631958096, 'lng': -73.92292499542236}]",40.86059631958096,-73.92292499542236,,10034,NY,City Harvest Mobile Market - Washington Heights,v-1543773008,
3,Dyckman House,40.8603115,-73.9229580251022,Neighborhood,,,,,,,False,4cb12bf4db32f04dbc72c64d,,US,New York,United States,,686,"['New York, NY 10453', 'United States']",,40.8656269678826,-73.92708778381346,,10453,NY,Inwood,v-1543773008,
4,Dyckman House,40.8603115,-73.9229580251022,Grocery Store,,,,,,,False,58103e8738fa8a34203b7c52,"410 W 207th St,",US,New York,United States,,561,"['410 W 207th St,', 'New York, NY 10034', 'United States']","[{'label': 'display', 'lat': 40.8638529, 'lng': -73.9182005}]",40.8638529,-73.9182005,,10034,NY,Super Associated Marketplace,v-1543773008,361352951
5,Dyckman House,40.8603115,-73.9229580251022,Residential Building (Apartment / Condo),,,,,,,False,4bc550f66c26b713bb3aebf3,,US,New York,United States,at Dyckman St,130,"['177 Nagle Ave (at Dyckman St)', 'New York, NY 10034', 'United States']","[{'label': 'display', 'lat': 40.86148214715745, 'lng': -73.92298795659514}]",40.86148214715745,-73.92298795659514,,10034,NY,NYCHA - Dyckman Houses,v-1543773008,
6,Dyckman House,40.8603115,-73.9229580251022,Other Nightlife,,,,,,,False,4f35cf00e4b0edf91b3cc3af,,US,New York,United States,,197,"['New York, NY 10034', 'United States']","[{'label': 'display', 'lat': 40.86208918749845, 'lng': -73.92290758357369}]",40.86208918749845,-73.92290758357369,,10034,NY,Blue Lagoon,v-1543773008,
7,Dyckman House,40.8603115,-73.9229580251022,Bar,,,,,,,False,59c5aa576a8d86734d65d593,421 W 202nd St,US,New York,United States,,244,"['421 W 202nd St', 'New York, NY 10034', 'United States']","[{'label': 'display', 'lat': 40.860998, 'lng': -73.920198}]",40.860998,-73.920198,,10034,NY,Taboga,v-1543773008,
8,Dyckman House,40.8603115,-73.9229580251022,Metro Station,,,,,,,False,4b0cb04df964a520054123e3,Broadway,US,New York,United States,at 191st St,949,"['Broadway (at 191st St)', 'New York, NY 10040', 'United States']","[{'label': 'display', 'lat': 40.85673145794366, 'lng': -73.93319586467838}]",40.85673145794366,-73.93319586467838,,10040,NY,MTA Subway - 191st St (1),v-1543773008,
9,Dyckman House,40.8603115,-73.9229580251022,Metro Station,,,,,,,False,4b3d0918f964a5207b8c25e3,W 181st St.,US,New York,United States,Saint Nicholas Ave.,1499,"['W 181st St. (Saint Nicholas Ave.)', 'New York, NY 10033', 'United States']","[{'label': 'display', 'lat': 40.849470478137135, 'lng': -73.93351924434104}]",40.849470478137135,-73.93351924434104,,10033,NY,MTA Subway - 181st St (1),v-1543773008,
10,Dyckman House,40.8603115,-73.9229580251022,Building,,,,,,,False,4d8e8495788c5481ed8f3bfd,213 Nagle Ave,US,New York,United States,201st Street,119,"['213 Nagle Ave (201st Street)', 'New York, NY 10034', 'United States']","[{'label': 'display', 'lat': 40.86135344818423, 'lng': -73.92259948666882}]",40.86135344818423,-73.92259948666882,,10034,NY,213 Nagle Ave. (Dyckman Project),v-1543773008,
11,Dyckman House,40.8603115,-73.9229580251022,Park,,,,,,,False,4ac8d090f964a520b1bc20e3,Dyckman St,US,New York,United States,at Harlem River Dr,316,"['Dyckman St (at Harlem River Dr)', 'New York, NY 10040', 'United States']","[{'label': 'display', 'lat': 40.85750907956683, 'lng': -73.92233348959645}]",40.85750907956683,-73.92233348959645,,10040,NY,Swindler Cove Park,v-1543773008,
12,Dyckman House,40.8603115,-73.9229580251022,Metro Station,,,,,,,False,4ae10ae7f964a520ce8421e3,Dyckman St,US,New York,United States,Nagle Ave,208,"['Dyckman St (Nagle Ave)', 'New York, NY 10034', 'United States']","[{'label': 'display', 'lat': 40.86100044512021, 'lng': -73.92526290795989}]",40.86100044512021,-73.92526290795989,,10034,NY,MTA Subway - Dyckman St (1),v-1543773008,
13,Dyckman House,40.8603115,-73.9229580251022,Liquor Store,,,,,,,False,4f3299c119836c91c7e7a396,154 Nagle Ave,US,New York,United States,,213,"['154 Nagle Ave', 'New York, NY 10040', 'United States']","[{'label': 'display', 'lat': 40.861352, 'lng': -73.925088}]",40.861352,-73.925088,,10040,NY,New York Liquors,v-1543773008,
14,Dyckman House,40.8603115,-73.9229580251022,Building,,,,,,,False,4ea02476b634b812262bd58b,3754 10th Ave,US,New York,United States,201st St,124,"['3754 10th Ave (201st St)', 'New York, NY 10034', 'United States']","[{'label': 'display', 'lat': 40.860921, 'lng': -73.921723}]",40.860921,-73.921723,,10034,NY,Dyckman Senior Center,v-1543773008,
15,Dyckman House,40.8603115,-73.9229580251022,Other Great Outdoors,,,,,,,False,4e7787f2483b0cf5eda9d70e,Harlem River Drive,US,New York,United States,,200,"['Harlem River Drive', 'New York, NY 10034', 'United States']","[{'label': 'display', 'lat': 40.85851850460337, 'lng': -73.9227410964949}]",40.85851850460337,-73.9227410964949,,10034,NY,Harlem River Esplanade,v-1543773008,
16,Dyckman House,40.8603115,-73.9229580251022,Taco Place,,,,,,,False,50836ff4e4b0607ce9736ca8,144 Nagle Ave,US,New York,United States,,235,"['144 Nagle Ave', 'New York, NY 10040', 'United States']","[{'label': 'display', 'lat': 40.8610167403765, 'lng': -73.92559432083968}]",40.8610167403765,-73.92559432083968,,10040,NY,el primito Tacos,v-1543773008,
17,Dyckman House,40.8603115,-73.9229580251022,Bakery,,,,,,,False,50779764e4b0753d587ba1b8,204 NAGLE AVE,US,New York,United States,10th,226,"['204 NAGLE AVE (10th)', 'New York, NY 10034', 'United States']","[{'label': 'display', 'lat': 40.86234569206505, 'lng': -73.92283295145256}]",40.86234569206505,-73.92283295145256,,10034,NY,corner store 204th and nagle,v-1543773008,
18,Dyckman House,40.8603115,-73.9229580251022,Hardware Store,,,,,,,False,4ce0604994c3b60c890771ea,145 Nagle Ave,US,New York,United States,,377,"['145 Nagle Ave', 'New York, NY 10040', 'United States']","[{'label': 'display', 'lat': 40.859634454123416, 'lng': -73.92734568280748}]",40.859634454123416,-73.92734568280748,,10040,NY,NHS Hardware,v-1543773008,
