,Landmark,Latitude,Longitude,categories,id,location.cc,location.city,location.country,location.distance,location.formattedAddress,location.lat,location.lng,location.state,name
11,Alice Austen House,40.61513305,-74.0630282760101,Neighborhood,5001f2dee4b0382b9fe9c37a,US,Staten Island,United States,286,"['Staten Island, NY 10305', 'United States']",40.61403388508594,-74.06609058380127,NY,Rosebank
12,Alice Austen House,40.61513305,-74.0630282760101,Bank,4ed653516aa31a0c449780ec,US,Staten Island,United States,287,"['1201 Bay St', 'Staten Island, NY 10305', 'United States']",40.614089,-74.066134,NY,Liberty Tax
13,Alice Austen House,40.61513305,-74.0630282760101,Arts & Crafts Store,59dbb1e553159309e70dfba2,US,New York,United States,288,"['New York, NY 10305', 'United States']",40.613392,-74.065562,NY,Make And Take
14,Alice Austen House,40.61513305,-74.0630282760101,Building,4b8f0146f964a520ed4333e3,US,Staten Island,United States,400,"['Staten Island, NY 10305', 'United States']",40.6146467732009,-74.06772806256478,NY,clifton ave
15,Alice Austen House,40.61513305,-74.0630282760101,Bus Stop,4d5e6d18196ba09346650156,US,Staten Island,United States,374,"['Bay St (at New La)', 'Staten Island, NY 10305', 'United States']",40.611977350548635,-74.06454710211536,NY,MTA Bus - Bay St & New La (S51)
16,Alice Austen House,40.61513305,-74.0630282760101,Intersection,4e4d23508877d7626309c769,US,,United States,215,"['Hylan Blvd (at Bay St)', 'New York', 'United States']",40.613853076808546,-74.06493394619177,New York,Hylan Blvd & Bay Street
17,Alice Austen House,40.61513305,-74.0630282760101,Lawyer,57873bf4cd10f40108535d3c,US,Staten Island,United States,641,"['1 Edgewater St', 'Staten Island, NY 10305', 'United States']",40.6192731,-74.0683014,NY,Kuhn O'Toole & Maietta
18,Alice Austen House,40.61513305,-74.0630282760101,Donut Shop,4b926617f964a520c6f633e3,US,Staten Island,United States,305,"['1131 Bay St (at Clifton Ave)', 'Staten Island, NY 10305', 'United States']",40.61528403679016,-74.06664311885834,NY,Dunkin' Donuts
19,Alice Austen House,40.61513305,-74.0630282760101,,4d15215c81cea35dd896d8ec,US,Staten Island,United States,288,"['38 Wiman Pl', 'Staten Island, NY 10305', 'United States']",40.61582,-74.06632,NY,Good counsel
20,Alice Austen House,40.61513305,-74.0630282760101,Breakfast Spot,544d2e21498e7d4b1be42916,US,Staten Island,United States,291,"['1189 Bay St (Hylan Blvd.)', 'Staten Island, NY 10305', 'United States']",40.614228831719466,-74.06627117792073,NY,J's on the Bay
21,Alice Austen House,40.61513305,-74.0630282760101,Funeral Home,4e173820d4c0c7a8fbb9770a,US,Staten Island,United States,314,"['1707 Hylan Blvd', 'Staten Island, NY 10305', 'United States']",40.612321,-74.063332,NY,Nevsky Funeral Home
22,Alice Austen House,40.61513305,-74.0630282760101,,4c772bb607818cfabceed3e3,US,Staten Island,United States,366,"['16 Young St (Van duzer)', 'Staten Island, NY 10304', 'United States']",40.611994,-74.061708,NY,16 young street
23,Alice Austen House,40.61513305,-74.0630282760101,,4cc0a79b5684a35d40e4b30d,US,Staten Island,United States,301,"['Staten Island, NY 10305', 'United States']",40.61268,-74.06455,NY,Bay st cafe
24,Alice Austen House,40.61513305,-74.0630282760101,,4c7fd36fd92ea09397353272,US,Staten Island,United States,366,"['187 Quintard St (Reid ave)', 'Staten Island, NY 10305', 'United States']",40.611994,-74.061708,NY,187 quintard
25,Alice Austen House,40.61513305,-74.0630282760101,Cosmetics Shop,4c1d41db63750f4752f9b767,US,Staten Island,United States,327,"['1145 Bay St', 'Staten Island, NY 10305', 'United States']",40.615109801540434,-74.06690336642889,NY,Nails 21
26,Alice Austen House,40.61513305,-74.0630282760101,Hookah Bar,4cf5756a55e137047d7ec6b6,US,Staten Island,United States,232,"['200 Edgewater St', 'Staten Island, NY 10305', 'United States']",40.61659658333333,-74.06498433333333,NY,Wu Tang Clan
27,Alice Austen House,40.61513305,-74.0630282760101,Beach,4e73078efa76812398aa58c2,US,,United States,190,"['New York', 'United States']",40.61606972013492,-74.06492029686433,New York,Edisto Beach
28,Alice Austen House,40.61513305,-74.0630282760101,Music Store,4dc1e8bb7d8b686fa471d23b,US,Staten Island,United States,309,"['1250-1252 Bay St', 'Staten Island, NY 10305', 'United States']",40.61302677572077,-74.065412818012,NY,Phrygian Studios
29,Alice Austen House,40.61513305,-74.0630282760101,Seafood Restaurant,4f32072519833175d60b2396,US,Staten Island,United States,456,"['1071 Bay St', 'Staten Island, NY 10305', 'United States']",40.61667,-74.068043,NY,Sea Breeze Fish and Seafood Of Staten Island
0,Bell Laboratories Building,40.7364827,-74.0086542437604,Dance Studio,516222ffe4b0a4bc40e5bd98,US,New York,United States,22,"['55 Bethune St', 'New York, NY 10014', 'United States']",40.73655439442101,-74.00840760728208,NY,Martha Graham Dance Center
1,Bell Laboratories Building,40.7364827,-74.0086542437604,Building,4b633d8ef964a520e46c2ae3,US,New York,United States,69,"['55 Bethune St (Washington)', 'New York, NY 10014', 'United States']",40.736451779134,-74.00947819173747,NY,Westbeth Artists' Housing
2,Bell Laboratories Building,40.7364827,-74.0086542437604,Italian Restaurant,4d327cc72e56236a18991db4,US,New York,United States,63,"['753 Washington St (at Bethune St)', 'New York, NY 10014', 'United States']",40.736859,-74.008093,NY,Malaparte
3,Bell Laboratories Building,40.7364827,-74.0086542437604,Theme Park Ride / Attraction,5a768933da5ede57dcf6123a,US,New York,United States,33,"['137 BANK ST (Washington St)', 'New York, NY 10014', 'United States']",40.736234,-74.008426,NY,THRILLER CITY NYC
4,Bell Laboratories Building,40.7364827,-74.0086542437604,Indie Theater,4c97bd2694bfb60c5de27514,US,New York,United States,45,"['55 Bethune St (Washington)', 'New York, NY 10014', 'United States']",40.736537571313704,-74.00918600081165,NY,Westbeth Theatre Center
5,Bell Laboratories Building,40.7364827,-74.0086542437604,Art Gallery,4fe64de9e4b0972a1d2d8ae4,US,New York,United States,76,"['57 Bethune St', 'New York, NY 10014', 'United States']",40.73680164042104,-74.0094601030208,NY,Westbeth Gallery
6,Bell Laboratories Building,40.7364827,-74.0086542437604,School,55f604a2498e4d6d564e6984,US,New York,United States,104,"['155 Bank St (West St)', 'New York, NY 10014', 'United States']",40.73632233508789,-74.0098766432991,NY,School for Poetic Computation
7,Bell Laboratories Building,40.7364827,-74.0086542437604,Theater,3fd66200f964a52019e71ee3,US,New York,United States,68,"['155 Bank St', 'New York, NY 10014', 'United States']",40.736390621636595,-74.00946305588018,NY,Bank Street Theater
8,Bell Laboratories Building,40.7364827,-74.0086542437604,Train Station,4de087f5c65bcc724f42a314,US,Hoboken,United States,1724,"['1 Hudson Pl', 'Hoboken, NJ 07030', 'United States']",40.73507121018397,-74.02901675008535,NJ,Hoboken Terminal
9,Bell Laboratories Building,40.7364827,-74.0086542437604,Bike Rental / Bike Share,51a161c28bbd0c6641809480,US,New York,United States,32,"['Bank & Washington Sts', 'New York, NY', 'United States']",40.7361967,-74.00859207,NY,Citi Bike Station
10,Bell Laboratories Building,40.7364827,-74.0086542437604,Other Event,5bc91332340a58002c10daa5,US,New York,United States,55,"['463 West St', 'New York, NY 10014', 'United States']",40.736382,-74.009294,NY,House Of Peroni
11,Bell Laboratories Building,40.7364827,-74.0086542437604,Event Space,4a8c9358f964a5208e0e20e3,US,New York,United States,81,"['463 West St', 'New York, NY 10014', 'United States']",40.736599434375854,-74.00961403797297,NY,Ramscale Studios
12,Bell Laboratories Building,40.7364827,-74.0086542437604,Boutique,58f12933588e362a7638b07f,US,纽约市,United States,79,"['755 Washington St', '纽约市, NY 10014', 'United States']",40.737093,-74.008171,NY,Chrome Hearts NY Flagship
13,Bell Laboratories Building,40.7364827,-74.0086542437604,,5486a6b6498ebe470bb3b6cc,US,New York,United States,68,"['New York, NY', 'United States']",40.7366138,-74.0094471,NY,Pier 40 - Hudson River Park
14,Bell Laboratories Building,40.7364827,-74.0086542437604,Art Gallery,4b983628f964a520843435e3,US,New York,United States,141,"['325 W 11th St', 'New York, NY 10014', 'United States']",40.73563951529177,-74.00740446372274,NY,robin rice gallery
15,Bell Laboratories Building,40.7364827,-74.0086542437604,Theater,4e9dab8c8b81791d97cdfae6,US,New York,United States,60,"['155 Bank St', 'New York, NY 10014', 'United States']",40.73647496922823,-74.00937583249129,NY,Labyrinth Theater Company
16,Bell Laboratories Building,40.7364827,-74.0086542437604,Office,54e91aeb498e5da358e29d04,US,New York,United States,83,"['463 West St', 'New York, NY 10014', 'United States']",40.7366733009731,-74.00961399078368,NY,Aura HQ
17,Bell Laboratories Building,40.7364827,-74.0086542437604,Event Space,5043db8de4b02f9094ef43de,US,New York,United States,82,"['463 West St', 'New York, NY 10014', 'United States']",40.736604,-74.009617,NY,Ramscale Loft
18,Bell Laboratories Building,40.7364827,-74.0086542437604,College Arts Building,4b6eef22f964a520d6d12ce3,US,New York,United States,66,"['151 Bank St (btw Washington St. & West St.)', 'New York, NY 10014', 'United States']",40.73617266331026,-74.00932716917468,NY,The New School for Drama
19,Bell Laboratories Building,40.7364827,-74.0086542437604,Theater,5bb944d5a35f460025044fbc,US,New York,United States,256,"['685 Washington St (Charles)', 'New York, NY 10014', 'United States']",40.734189,-74.008339,NY,Fringe Hub
20,Bell Laboratories Building,40.7364827,-74.0086542437604,Neighborhood,514db1dee4b08debe20c7fbe,US,New York,United States,131,"['New York, NY 10014', 'United States']",40.7354739760817,-74.00946718034169,NY,W. 11th Street
21,Bell Laboratories Building,40.7364827,-74.0086542437604,Preschool,4c975b3482b56dcb0ae6e8aa,US,New York,United States,57,"['155 Bank St (Washington)', 'New York, NY 10014', 'United States']",40.73685396806416,-74.00913610891317,NY,Perry School
22,Bell Laboratories Building,40.7364827,-74.0086542437604,Building,4d098151d4018cfa7dae4228,US,New York,United States,70,"['55 Bethune St', 'New York, NY 10014', 'United States']",40.7365691172973,-74.0094789439242,NY,55 Bethune St
23,Bell Laboratories Building,40.7364827,-74.0086542437604,Performing Arts Venue,4be09ab1724d76b0699c8538,US,New York,United States,92,"['120 Bank St (Washington St)', 'New York, NY 10014', 'United States']",40.73627549052356,-74.00759406399125,NY,HB Studio
24,Bell Laboratories Building,40.7364827,-74.0086542437604,Cocktail Bar,4c5cc2de7f661b8d7aad491c,US,New York,United States,140,"['325 W 11th St (btwn Greenwich & Washington St)', 'New York, NY 10014', 'United States']",40.73567134036962,-74.00737692416054,NY,Orient Express
25,Bell Laboratories Building,40.7364827,-74.0086542437604,Performing Arts Venue,4a730e00f964a5207adb1fe3,US,New York,United States,100,"['163 Bank St', 'New York, NY 10014', 'United States']",40.73621756284482,-74.00979371967753,NY,Michelson Studios
26,Bell Laboratories Building,40.7364827,-74.0086542437604,Building,4e9cbd1282310f9e5f3f4a61,US,New York,United States,77,"['463 West St', 'New York, NY 10014', 'United States']",40.736752,-74.009499,NY,Bell Laboratories Building
27,Bell Laboratories Building,40.7364827,-74.0086542437604,Bar,3fd66200f964a520e6e61ee3,US,New York,United States,42,"['733 Washington St (btwn Bank and Bethune St)', 'New York, NY 10014', 'United States']",40.73625720623885,-74.00825466545378,NY,Automatic Slims
28,Bell Laboratories Building,40.7364827,-74.0086542437604,Office,4fdf60f9e4b09473e29bb215,US,New York,United States,29,"['New York, NY 10014', 'United States']",40.736706,-74.008472,NY,communa-k inc.
29,Bell Laboratories Building,40.7364827,-74.0086542437604,Theater,4aba2ee0f964a520858020e3,US,New York,United States,95,"['122 Bank St (Greenwich Ave)', 'New York, NY 10014', 'United States']",40.73624667248263,-74.00756777588721,NY,H B Playwrights Theater
0,Brooklyn Historical Society Building,40.69475655,-73.992429164251,History Museum,4a919ad7f964a520e81a20e3,US,Brooklyn,United States,22,"['128 Pierrepont St (at Clinton St)', 'Brooklyn, NY 11201', 'United States']",40.69494199303208,-73.9923327785124,NY,Brooklyn Historical Society
1,Brooklyn Historical Society Building,40.69475655,-73.992429164251,Church,4a5c9ca9f964a52057bc1fe3,US,Brooklyn,United States,39,"['157 Montague St (at Clinton St)', 'Brooklyn, NY 11201', 'United States']",40.69447499846445,-73.99270851598311,NY,Saint Ann & the Holy Trinity Church
2,Brooklyn Historical Society Building,40.69475655,-73.992429164251,High School,4b28f605f964a520a79624e3,US,Brooklyn,United States,43,"['129 Pierrepont St (at Clinton St)', 'Brooklyn, NY 11201', 'United States']",40.69508646166099,-73.9921635389328,NY,Saint Ann's School
3,Brooklyn Historical Society Building,40.69475655,-73.992429164251,Market,5849b97b8f0be42a4dfee8fc,US,Brooklyn,United States,89,"['180 Montague St (Couet St & Clinton St.)', 'Brooklyn, NY', 'United States']",40.69408024705841,-73.99184640247462,NY,Fresh Start Marketplace
4,Brooklyn Historical Society Building,40.69475655,-73.992429164251,Bank,4b104890f964a520fc6c23e3,US,Brooklyn,United States,72,"['181 Montague St (Clinton St.)', 'Brooklyn, NY 11201', 'United States']",40.69417191831691,-73.99205887663808,NY,Citibank
5,Brooklyn Historical Society Building,40.69475655,-73.992429164251,Church,4b533445f964a520349227e3,US,Brooklyn,United States,78,"['48 Monroe Pl (Pierrepont St)', 'Brooklyn, NY 11201', 'United States']",40.695437820490206,-73.99265721971169,NY,First Unitarian Congregational Society Brooklyn
6,Brooklyn Historical Society Building,40.69475655,-73.992429164251,Vietnamese Restaurant,4e43d56baeb7d02fd0e2fa63,US,Brooklyn,United States,88,"['147 Montague St (btwn Henry St & Clinton St)', 'Brooklyn, NY 11201', 'United States']",40.69462392048658,-73.99345733338255,NY,Hanco's
7,Brooklyn Historical Society Building,40.69475655,-73.992429164251,Bank,57642dac498e0e98179e2f16,US,New York,United States,43,"['134 Pierrepont St', 'New York, NY 11201', 'United States']",40.694718,-73.991913,NY,Chase
8,Brooklyn Historical Society Building,40.69475655,-73.992429164251,Mexican Restaurant,52a90a1a498e989e222e0560,US,Brooklyn,United States,112,"['140 Montague St (btwn Clinton St & Henry St)', 'Brooklyn, NY 11201', 'United States']",40.6946138064606,-73.99374387205967,NY,Gallito's Kitchen
9,Brooklyn Historical Society Building,40.69475655,-73.992429164251,Bank,4ae8a38cf964a52015b121e3,US,Brooklyn,United States,151,"['200 Montague St (Court & Clinton)', 'Brooklyn, NY 11201', 'United States']",40.69393037995104,-73.99099978956566,NY,HSBC
10,Brooklyn Historical Society Building,40.69475655,-73.992429164251,Bank,4ad8d65df964a520301521e3,US,Brooklyn,United States,34,"['177 Montague St', 'Brooklyn, NY 11201', 'United States']",40.694637,-73.9920476,NY,Chase Bank
11,Brooklyn Historical Society Building,40.69475655,-73.992429164251,Other Great Outdoors,4c87ef80b2138cfaa0c14d44,US,Brooklyn,United States,211,"['Love Lane (btw Henry St & Hicks St)', 'Brooklyn, NY 11201', 'United States']",40.69589096580708,-73.99443784225998,NY,Love Lane
12,Brooklyn Historical Society Building,40.69475655,-73.992429164251,Grocery Store,4b2137daf964a520713824e3,US,Brooklyn,United States,90,"['180 Montague St (at Clinton St)', 'Brooklyn, NY 11201', 'United States']",40.69410318829874,-73.99178957198721,NY,Garden of Eden Marketplace
13,Brooklyn Historical Society Building,40.69475655,-73.992429164251,Sushi Restaurant,4a245bd0f964a520137e1fe3,US,New York,United States,33,"['162 Montague St (btwn Clinton St & Henry St)', 'New York, NY 11201', 'United States']",40.69452395493607,-73.99267602133101,NY,Nanatori
14,Brooklyn Historical Society Building,40.69475655,-73.992429164251,Gym,4a9171eff964a520361a20e3,US,Brooklyn,United States,196,"['179 Remsen St (btwn Court & Clinton St)', 'Brooklyn, NY 11201', 'United States']",40.6932804,-73.9911435,NY,New York Sports Clubs
15,Brooklyn Historical Society Building,40.69475655,-73.992429164251,Chinese Restaurant,415c9e00f964a5204c1d1fe3,US,Brooklyn,United States,48,"['162 Montague St', 'Brooklyn, NY 11201', 'United States']",40.69437415319338,-73.9927109788208,NY,Lichee Nut
16,Brooklyn Historical Society Building,40.69475655,-73.992429164251,Building,5a217c21065ef526675d7570,US,New York,United States,63,"['185 Montague St', 'New York, NY 11201', 'United States']",40.694587,-73.991715,NY,185 Montague St
17,Brooklyn Historical Society Building,40.69475655,-73.992429164251,Office,4bba05bb3db7b71378c7229a,US,Brooklyn,United States,76,"['Brooklyn, NY 11201', 'United States']",40.69484670322811,-73.99153398543766,NY,Social Science Research Council
18,Brooklyn Historical Society Building,40.69475655,-73.992429164251,Yoga Studio,4fa968b7e4b07cb43c311f1c,US,Brooklyn,United States,93,"['144 Montague St (Henry)', 'Brooklyn, NY 11201', 'United States']",40.69456810543555,-73.99351424019754,NY,Area Yoga & Spa
19,Brooklyn Historical Society Building,40.69475655,-73.992429164251,Pizza Place,4aad3536f964a520035f20e3,US,Brooklyn,United States,57,"['158 Montague St (At Clinton)', 'Brooklyn, NY 11201', 'United States']",40.69436997583063,-73.99287901277606,NY,MontyQ's Brick Oven Pizza
20,Brooklyn Historical Society Building,40.69475655,-73.992429164251,Metro Station,4bda0466c79cc928bd117de9,US,Brooklyn,United States,300,"['Montague St. (btwn Henry St & Clinton St)', 'Brooklyn, NY 11201', 'United States']",40.697448933560345,-73.99264232320894,NY,MTA Subway - Court St (R)
21,Brooklyn Historical Society Building,40.69475655,-73.992429164251,Mobile Phone Shop,4be2fae7b02ec9b6f3364ec0,US,Brooklyn,United States,51,"['160 Montague Street', 'Brooklyn, NY 11201', 'United States']",40.69438391589551,-73.99278225900059,NY,AT&T
22,Brooklyn Historical Society Building,40.69475655,-73.992429164251,Mobile Phone Shop,4bc22a4f2a89ef3b1d5af388,US,Brooklyn,United States,96,"['146 Montague St', 'Brooklyn, NY 11201', 'United States']",40.69439090895329,-73.99346164898361,NY,Verizon
23,Brooklyn Historical Society Building,40.69475655,-73.992429164251,Dentist's Office,591f3faec5b11c4458cbb59b,US,Brooklyn,United States,56,"['185 Montague St (Clinton)', 'Brooklyn, NY 11201', 'United States']",40.69432,-73.99208,NY,Brooklyn Dental Studio
24,Brooklyn Historical Society Building,40.69475655,-73.992429164251,Pilates Studio,535ed111498e568c2135362e,US,Brooklyn,United States,62,"['158 Montague St Fl 4', 'Brooklyn, NY 11201', 'United States']",40.69436313224332,-73.99295240082523,NY,Brooklyn Pilates
25,Brooklyn Historical Society Building,40.69475655,-73.992429164251,Mexican Restaurant,53dd1f41498efb39049ce081,US,Brooklyn,United States,71,"['185 Montague St (Between Court & Clinton)', 'Brooklyn, NY 11201', 'United States']",40.69417847052947,-73.99207020030742,NY,Chipotle Mexican Grill
26,Brooklyn Historical Society Building,40.69475655,-73.992429164251,Boutique,5701747c498ee2cb91d341ea,US,Brooklyn,United States,83,"['Brooklyn, NY 11201', 'United States']",40.6943131,-73.9932229,NY,Francesca's
27,Brooklyn Historical Society Building,40.69475655,-73.992429164251,Synagogue,4aeb0359f964a52034bd21e3,US,Brooklyn,United States,124,"['131 Remsen St (Clinton)', 'Brooklyn, NY 11201', 'United States']",40.693793485173146,-73.99319038404944,NY,Brooklyn Heights Synagogue
28,Brooklyn Historical Society Building,40.69475655,-73.992429164251,Pharmacy,5648e65c498ebb7b5781fc62,US,Brooklyn,United States,67,"['168 Montague St (Clinton Street)', 'Brooklyn, NY 11201', 'United States']",40.69414755697573,-73.99243362213404,NY,CVS/Pharmacy
29,Brooklyn Historical Society Building,40.69475655,-73.992429164251,Building,4c765ff4db52b1f7112f7bdc,US,Brooklyn,United States,63,"['114 Pierrepont St', 'Brooklyn, NY 11201', 'United States']",40.695219865547685,-73.99287114236125,NY,114 Pierrepont St
0,Carnegie Hall,40.76503,-73.9798868158842,Music Venue,56f247a7498e93a37ea880db,US,New York,United States,7,"['New York, NY', 'United States']",40.76501454610367,-73.9799702167511,NY,Stern Auditorium / Perelman Stage at Carnegie Hall
1,Carnegie Hall,40.76503,-73.9798868158842,Concert Hall,3fd66200f964a520b6e71ee3,US,New York,United States,10,"['881 7th Ave (at W 57th St)', 'New York, NY 10019', 'United States']",40.7651249,-73.9799185,NY,Carnegie Hall
2,Carnegie Hall,40.76503,-73.9798868158842,Metro Station,4b54cfd0f964a520a1cd27e3,US,New York,United States,75,"['57th St (at 7th Ave)', 'New York, NY 10019', 'United States']",40.764692,-73.980665,NY,MTA Subway - 57th St/7th Ave (N/Q/R/W)
3,Carnegie Hall,40.76503,-73.9798868158842,Chinese Restaurant,4a304695f964a52044991fe3,US,New York,United States,45,"['200 W 57th St (at 7th Ave)', 'New York, NY 10019', 'United States']",40.765345,-73.980235,NY,Lili's 57
4,Carnegie Hall,40.76503,-73.9798868158842,Mobile Phone Shop,4c335c4066e40f47a0d9c78b,US,New York,United States,65,"['167 W 57th St (at 7th Ave)', 'New York, NY 10019', 'United States']",40.765600966643,-73.979681879282,NY,T-Mobile
5,Carnegie Hall,40.76503,-73.9798868158842,Bike Shop,4c9e9cd8604c76b0131f887b,US,New York,United States,210,"['117 W 58th St (btw 6th & 7th ave)', 'New York, NY 10019', 'United States']",40.765165118321356,-73.97739283744367,NY,Bike Rentals NYC
6,Carnegie Hall,40.76503,-73.9798868158842,Lounge,5713ed5a498e87c7228d557a,US,New York,United States,23,"['New York, NY', 'United States']",40.76524,-73.979904,NY,Parterre Bar at Zankel Hall
7,Carnegie Hall,40.76503,-73.9798868158842,Italian Restaurant,41b3a100f964a520721e1fe3,US,New York,United States,40,"['900 7th Ave (at 57th St)', 'New York, NY 10106', 'United States']",40.765294887322916,-73.98020758769451,NY,Trattoria Dell' Arte
8,Carnegie Hall,40.76503,-73.9798868158842,Concert Hall,4ae39d67f964a520489721e3,US,New York,United States,48,"['154 W 57th St (Seventh Ave)', 'New York, NY 10019', 'United States']",40.765366517574364,-73.97952845936908,NY,Weill Recital Hall at Carnegie Hall
9,Carnegie Hall,40.76503,-73.9798868158842,Office,50eda914d86cb7071b58828f,US,New York,United States,38,"['881 7th Ave (btwn W 56th & W 57th St)', 'New York, NY 10019', 'United States']",40.7652212720376,-73.98027052478203,NY,Carnegie Hall Administrative Offices
10,Carnegie Hall,40.76503,-73.9798868158842,Gift Shop,5648beca38fa1680cf4b3342,US,New York,United States,48,"['New York, NY', 'United States']",40.76539181135234,-73.97957010476398,NY,Carnegie Hall Shop
11,Carnegie Hall,40.76503,-73.9798868158842,Building,5101b9bbe4b0ae12ad09eb15,US,New York,United States,87,"['145 W 57th St', 'New York, NY 10019', 'United States']",40.7650376646705,-73.97885422123873,NY,Nippon Club
12,Carnegie Hall,40.76503,-73.9798868158842,Gym,4a6bbfd3f964a520d3cf1fe3,US,New York,United States,160,"['110 W 56th St (at 6th Ave)', 'New York, NY 10019', 'United States']",40.76397319034838,-73.97859235021285,NY,New York Health and Racquet Club
13,Carnegie Hall,40.76503,-73.9798868158842,Conference Room,4bd0c41ea8b3a5935891645f,US,New York,United States,39,"['152 W 57th St (7th avenue)', 'New York, NY 10019', 'United States']",40.76526291801148,-73.98024525507012,NY,Rho Ventures
14,Carnegie Hall,40.76503,-73.9798868158842,Tea Room,3fd66200f964a520afe71ee3,US,New York,United States,63,"['150 W 57th St (btwn 6th & 7th Ave)', 'New York, NY 10019', 'United States']",40.7652992699268,-73.97922007083305,NY,Russian Tea Room
15,Carnegie Hall,40.76503,-73.9798868158842,Concert Hall,4ace86aff964a5200bd120e3,US,New York,United States,46,"['7th Ave and 57th St (57th St)', 'New York, NY 10019', 'United States']",40.76500375725871,-73.98043640043468,NY,Zankel Hall at Carnegie Hall
16,Carnegie Hall,40.76503,-73.9798868158842,Office,4ca334dd7f84224b9a9ac258,US,New York,United States,30,"['152 W 57th St', 'New York, NY 10019', 'United States']",40.76505932541381,-73.97952785019342,NY,152 West 57th Street
17,Carnegie Hall,40.76503,-73.9798868158842,Building,4a69cfb4f964a52014cc1fe3,US,New York,United States,45,"['152 W 57th St (7th Ave)', 'New York, NY 10019', 'United States']",40.76462741481829,-73.97998271852302,NY,Carnegie Hall Tower
18,Carnegie Hall,40.76503,-73.9798868158842,Doctor's Office,4dffb38b483b455716230fae,US,New York,United States,17,"['New York, NY', 'United States']",40.7651267371542,-73.97972872382876,NY,Dr. Dean Polistina
19,Carnegie Hall,40.76503,-73.9798868158842,Office,573df7d2cd10c531b1b4ac75,US,New York,United States,27,"['152 West 57th Street', 'New York, NY', 'United States']",40.765022976777345,-73.97956271612449,NY,Gamechange Solar
20,Carnegie Hall,40.76503,-73.9798868158842,Bank,4baeb0b4f964a5201fcf3be3,US,New York,United States,64,"['171 W 57th St (at 7th Ave)', 'New York, NY 10019', 'United States']",40.765597,-73.979713,NY,Chase Bank
21,Carnegie Hall,40.76503,-73.9798868158842,Bus Station,4dccbafa1f6eb1227050ee80,US,New York,United States,88,"['New York, NY 10019', 'United States']",40.76566841794894,-73.98050634418883,NY,"MTA M31, M57 (57th Street/7th Ave)"
22,Carnegie Hall,40.76503,-73.9798868158842,Office,4c8652f3e602b1f777efbe7a,US,New York,United States,36,"['7 W 54th St', 'New York, NY 10019', 'United States']",40.76471431039514,-73.97978611625746,NY,IMG Artists
23,Carnegie Hall,40.76503,-73.9798868158842,Souvlaki Shop,56048f23498e16b72f056fd9,US,New York,United States,54,"['162 W 56th St (btwn 6th Ave & 7th Ave)', 'New York, NY 10019', 'United States']",40.7646,-73.980194,NY,Souvlaki GR
